id,Title,Type,Category,Source,Link,Length,Date,Coutry,Language,Relevance,Notes,,,,,,,
282,你真的了解人工智能吗？我们可能已经忘了人工智能的危险性！ (Do you really understand artificial intelligence? We may have forgotten the danger of artificial intelligence!),Video,AI/Machine learning; Societal implications,YouTube - Fox say channel,https://www.youtube.com/watch?v=m3TZHNb5WH4,10:58,2020-05-04,Mainland China,Mandarin,,,,,,,,,
283,20171202 第81期 人工智能对小孩的影响 (Issue 81 The impact of artificial intelligence on children),Video,AI/Machine learning; Societal implications; Education,YouTube - Tianmu Bay Area Education WeChat Group Lecture,https://www.youtube.com/watch?v=EkFCnt3m6eU,45:59,2020-05-04,Mainland China,Mandarin,,,,,,,,,
284,美国：人工智能从编程开始 (United States: Artificial intelligence starts with programming),Video,AI/Machine learning; Societal implications,YouTube - China GuangdongTV Official Channel,https://www.youtube.com/watch?v=zYPswmrrWZg,2:50,2020-05-04,Mainland China,Mandarin / English,,,,,,,,,
285,【财新时间】吴军：人工智能无法取代创造性工作 (Wu Jun: Artificial intelligence cannot replace creative work),Video,AI/Machine learning; Societal implications,YouTube - Caixin Media Official Channel,https://www.youtube.com/watch?v=8_-oq_XkhiI,28:51,2020-05-04,Mainland China,Mandarin,,,,,,,,,
286,人工智能集训营第6期第1周课程第一节 (The first session of the first week of the sixth session),Video,AI/Machine learning; Education,"YouTube - Nine Chapter Algorithm Official Channel ""AI training camp"" series",https://www.youtube.com/watch?v=H0JmjOHu8ok&list=PLNhCjSmDNXJuvGu597S8kA1fk33Oxu2-V,1:58:33,2020-05-04,Mainland China,Mandarin,,,,,,,,,
287,《人工智能集训营》第6期第1周课程第2节 (No. 6 Week 1 Course Section 2),Video,AI/Machine learning; Education,"YouTube - Nine Chapter Algorithm Official Channel ""AI training camp"" series",https://www.youtube.com/watch?v=jAne2e4BNiE&list=PLNhCjSmDNXJuvGu597S8kA1fk33Oxu2-V&index=2,2:05:09,2020-05-04,Mainland China,Mandarin,,,,,,,,,
288,《人工智能集训营》第6期第1周课程3节 (3 sessions of the first week of the sixth session),Video,AI/Machine learning; Education,"YouTube - Nine Chapter Algorithm Official Channel ""AI training camp"" series",https://www.youtube.com/watch?v=yUOSMdNzdFY&list=PLNhCjSmDNXJuvGu597S8kA1fk33Oxu2-V&index=3,2:53:57,2020-05-04,Mainland China,Mandarin,,,,,,,,,
289,《人工智能集训营》第6期第1周课程第4节 (6th Week 1 Course Section 4),Video,AI/Machine learning; Education,"YouTube - Nine Chapter Algorithm Official Channel ""AI training camp"" series",https://www.youtube.com/watch?v=cv_chJl7SBg&list=PLNhCjSmDNXJuvGu597S8kA1fk33Oxu2-V&index=4,1:55:07,2020-05-04,Mainland China,Mandarin,,,,,,,,,
290,《人工智能集训营》机器学习KNN算法入门 Machine Learning - KNN algorithm (Introduction to Machine Learning KNN Algorithm Machine Learning-KNN algorithm),Video,AI/Machine learning; Education,"YouTube - Nine Chapter Algorithm Official Channel ""AI training camp"" series",https://www.youtube.com/watch?v=AZo8q7Sy0jQ&list=PLNhCjSmDNXJuvGu597S8kA1fk33Oxu2-V&index=10,2:06:50,2020-05-04,Mainland China,Mandarin,,,,,,,,,
291,《人工智能集训营》机器学习从0到1 Introduction to Machine Learning (Machine learning from 0 to 1 Introduction to Machine Learning),Video,AI/Machine learning; Education,"YouTube - Nine Chapter Algorithm Official Channel ""AI training camp"" series",https://www.youtube.com/watch?v=1gzuIC8LfVI&list=PLNhCjSmDNXJuvGu597S8kA1fk33Oxu2-V&index=11,2:13:42,2020-05-04,Mainland China,Mandarin,,,,,,,,,
292,【人工智能集训营】机器学习Python Data Analysis - Pandas-4 (Machine Learning Python Data Analysis-Pandas-4),Video,AI/Machine learning; Education,"YouTube - Nine Chapter Algorithm Official Channel ""AI training camp"" series",https://www.youtube.com/watch?v=5p-SJrDPVGI&list=PLNhCjSmDNXJuvGu597S8kA1fk33Oxu2-V&index=17,2:20:15,2020-05-04,Mainland China,Mandarin,,,,,,,,,
293,【人工智能集训营】机器学习KNN算法入门-3 (Introduction to Machine Learning KNN Algorithm-3),Video,AI/Machine learning; Education,"YouTube - Nine Chapter Algorithm Official Channel ""AI training camp"" series",https://www.youtube.com/watch?v=StimYRHgsQc&list=PLNhCjSmDNXJuvGu597S8kA1fk33Oxu2-V&index=18,2:07:11,2020-05-04,Mainland China,Mandarin,,,,,,,,,
294,【人工智能集训营】Python 基本语法基础-2 (Basic Python Grammar-2),Video,AI/Machine learning; Education,"YouTube - Nine Chapter Algorithm Official Channel ""AI training camp"" series",https://www.youtube.com/watch?v=_gs2y76cusA&list=PLNhCjSmDNXJuvGu597S8kA1fk33Oxu2-V&index=19,2:19:11,2020-05-04,Mainland China,Mandarin,,,,,,,,,
295,[中国新闻] 人工智能开启应用时代 | CCTV中文国际 ([China News] Artificial intelligence opens the era of application),Video,AI/Machine learning,YouTube - CCTV International,https://www.youtube.com/watch?v=T2a_rlojCxg,1:25,2020-05-04,Mainland China,Mandarin,,,,,,,,,
296,高级中文课：人工智能会超越人脑吗？ Will Artificial intelligence ever surpass the human brain,Video,AI/Machine learning; Education,YouTube - Marco Polo Mandarin,https://www.youtube.com/watch?v=s1XY-zZwRac,8:56,2020-05-04,Mainland China,Mandarin / English,,,,,,,,,
297,"《锵锵三人行》20170403 人工智能会改善人类的生活但未必会提高人的幸福感（吴军 郝景芳）(Artificial intelligence will improve human life, but not necessarily improve human happiness (Wu Jun Hao Jingfang))",Video,AI/Machine learning,YouTube - Qiang Qian channel,https://www.youtube.com/watch?v=X4OJML-vBqE,26:14,2020-05-04,Mainland China,Mandarin,,,,,,,,,
298,Governance or Surveillance? A look into China's social credit system,Video,Surveillance; Government/Politics,CGTN,https://news.cgtn.com/news/7a49444e32494464776c6d636a4e6e62684a4856/index.html,8:34,2020-05-20,Mainland China,English / Mandarin,,,,,,,,,
299,"Made in China, Exported to the World: The Surveillance State",Video / Text,Surveillance; Government/Politics,NY Times,https://www.nytimes.com/2019/04/24/technology/ecuador-surveillance-cameras-police-government.html,12:32,2020-05-20,Mainland China,English,,,,,,,,,
300,How China Tracks Everyone,Video,Surveillance; Government/Politics,Vice on HBO,https://www.youtube.com/watch?v=CLo3e1Pak-Y,12:55,2020-05-20,Mainland China,English,,,,,,,,,
301,監督政府財務起手式 (Oversight of government finance),Video,Business/Economics; Government/Politics,MOF Ministry of Finance,https://www.youtube.com/watch?v=LlaAEHSytt0,0:55,2020-05-20,Mainland China,Mandarin,,,,,,,,,
302,China's High-Stakes Robot Wars,Video,Robotics,Bloomberg,https://www.youtube.com/watch?v=qrhvZhPaxQ4,10:18,2020-05-20,Mainland China,English,,,,,,,,,
303,"China turns to AI, robots in coronavirus control",Video,Health; Robotics,New China TV,https://www.youtube.com/watch?v=7YVzWgyMbl8,1:42,2020-05-20,Mainland China,English,,,,,,,,,
304,Robot makes deliveries at coronavirus isolation point in Zhejiang,Video,Health; Robotics,New China TV,https://www.youtube.com/watch?v=hAcR3xwqoCg,0:52,2020-05-20,Mainland China,English,,,,,,,,,
305,《机智过人》 20171117 生物识别机器人蚂蚁佐罗能否辨出“拉丁四胞胎”? | CCTV (Artificial Intelligence VS Human Intelligence 20171117 | CCTV),Video,AI/Machine learning,CCTV,https://www.youtube.com/watch?v=_eN2BZ7_W08,46:25,2020-05-20,Mainland China,Mandarin,,,,,,,,,
306,"《走近科学》 掌纹识别（上）：唯一一个由我国开创的生物识别技术 20190513 | CCTV走近科学官方频道 (""Approaching Science"" palmprint recognition (Part 1): the only biometric technology pioneered by tandem )",Video,Surveillance; Government/Politics,CCTV,https://www.youtube.com/watch?v=mLN4tAMAPKg,24:47,2020-05-20,Mainland China,Mandarin,,,,,,,,,
307,指紋辨識.虹膜掃描 生物辨識技術夯 T觀點 20180908(4/4) (Fingerprint recognition. Iris scanning biometric technology consolidates T viewpoint),Video,Surveillance; Government/Politics,TVBS News,https://www.youtube.com/watch?v=57dfrPiSR6w,5:28,2020-05-20,Mainland China,Mandarin,,,,,,,,,
308,視點31：逃犯條例；內地錄像監控；香港應用生物辨識技術 (Viewpoint 31: Fugitive Offenders Regulation; Mainland Video Surveillance; Hong Kong Applied Biometrics),Video,Surveillance; Government/Politics,RTHK Radio Hong Kong,https://www.youtube.com/watch?v=W4GYM2_T5-A,26:07,2020-05-20,Hong Kong / Mainland China,Cantonese,,,,,,,,,
309,"《华人世界》 谢明设计指纹识别系统 被授予美国国家工程院院士头衔 20180914 | CCTV中文国际 (""Chinese World"" Xie Ming designed the fingerprint recognition system and was awarded the title of academician of the National Academy of Engineering )",Video,Surveillance; Government/Politics,CCTV,https://www.youtube.com/watch?v=lXSxbxj2V9g,27:29,2020-05-20,Mainland China,Mandarin,,,,,,,,,
310,HUAWEI P40 Series - The Arrival of #VisionaryPhotography,Video,Advertisement,Huawei,https://www.youtube.com/watch?v=eo78Pe_q3B8,2:55,2020-06-04,Mainland China,English,,,,,,,,,
311,My People My Country Full Movie,Video,Government/Politics; Societal Implications,Youtube,https://www.youtube.com/watch?v=pih7eWmtu2o,2:34:28,2020-06-04,Mainland China,Mandarin / English sub,,,,,,,,,
312,Chinese propaganda regarding CoronaVirus on Tiktok ( Chinese Stand Up Comedy lol),Video,Propaganda,TikTok / Youtube,https://www.youtube.com/watch?v=NU6OhACYuMg,1:19,2020-06-19,Mainland China,Mandarin / English sub,,,,,,,,,
313,Huawei export ban ‘won’t make US safer’,Video,Propaganda,SCMP / Youtube,https://www.youtube.com/watch?v=Ez-NyZDpHo4&feature=emb_title,4:52,2020-06-23,Mainland China,English,,,,,,,,,
314,美要打，那就奉陪到底！中国凌晨发起反击，这是正当合理防卫,Video,"Governement/Politics, Cold War",Changjiang News,https://v.qq.com/x/page/m0936mns8bt.html,2:53,2020-06-23,Mainland China,Mandarin,,"In the early hours of March 18th, China officially launched a counterattack against the United States, which is bound to make the United States cry out. On the 18th, the website of the Ministry of Foreign Affairs issued a statement stating that ""China takes countermeasures against the US's suppression of Chinese media agencies in the United States.""

",,,,,,,
315,"多少人因为这首歌，再不换铃声，华为走心天籁广告1080p版！ 1 Huawei Dream It PossibleAv7977711,P1",Video,Advertisement,Youtube,https://www.youtube.com/watch?v=Hi2bNTrn9TE,3:58,2020-07-01,Mainland China,,,,,,,,,,
316,小米之家 x World Order 小米CM,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=TJtslsjipkI,2:34,2020-07-01,Mainland China,Mandarin,,,,,,,,,
317,Xiaomi - national TVC,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=-WoAEfbJ78g,1:16,2020-07-01,Mainland China,Mandarin,,,,,,,,,
318,Xiaomi Mi 6X with AI Technology (xiaomi A2) official Tvc,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=iRkFPyKhlj8,0:48,2020-07-01,Mainland China,Mandarin,,,,,,,,,
319,Xiaomi Mi A2 Official Ad,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=kqN0ByXYlyo,1:14,2020-07-01,Mainland China,Mandarin,,,,,,,,,
320,XIAOMI Redmi 10X Pro Trailer Commercial Official Video HD | Redmi 10X Pro 5G,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=RdXMHJ0U35c,1:00,2020-07-01,Mainland China,Mandarin,,,,,,,,,
321,Xiaomi Mi9 Official Trailer Commercial (Chinese Commercial),Video,Advertisement,Youtube,https://www.youtube.com/watch?v=2HNWx6VcX3c,0:29,2020-07-01,Mainland China,Mandarin,,,,,,,,,
322,Xiaomi Mi Notebook Air - Official Chinese Commercial,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=1ok5bs0Tl3s,2:17,2020-07-01,Mainland China,Mandarin,,,,,,,,,
323,Xiaomi Mi MIX 2S | Chinese Commercial of 2018,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=3qFSq_onzO4,1:15,2020-07-01,Mainland China,Mandarin,,,,,,,,,
324,Xiaomi Redmi Note 2 Commercial,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=uC_669tr-Ok,2:06,2020-07-01,Mainland China,Mandarin,,,,,,,,,
325,Xiaomi Mi Note 2 | Chinese Commercial 2016,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=dLFZV21QSxY,1:04,2020-07-01,Mainland China,Mandarin,,,,,,,,,
326,Xiaomi CC9 Meitu Edition Commercial .c -cn,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=Ap7IoU2VXv4,1:06,2020-07-01,Mainland China,Mandarin,,,,,,,,,
327,2018.10 HUAWEI Mate20 Commercial China/华为Mate20 TVCM,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=rs1YynKlVwM,0:42,2020-07-01,Mainland China,Mandarin,,,,,,,,,
328,Huawei Vision TV Official Trailer Commercial with Harmony OS,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=paAnTxzFubA,1:30,2020-07-01,Mainland China,Mandarin,,,,,,,,,
329,Huawei Ascend P7 first TV Commercial,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=GL7NqzobNuc,1:00,2020-07-01,Mainland China,Mandarin,,,,,,,,,
330,Technology: AI in China,Video,"Artificial Intelligence, Advertisement",CGTN America,https://www.youtube.com/watch?v=rrFwIShaSd8&t=8s,10:02,2020-07-08,Mainland China,English,,,,,,,,,
331,"Cool technologies at international creative industrial expo in Shenzhen, China",Video,Advertisement,New China TV,https://www.youtube.com/watch?v=Kme70qfmCr8,19:40,2020-07-08,Mainland China,English,,,,,,,,,
332,RetailAI® Fresh Demo Video,Video,Advertisement,Malong Technologies,https://www.youtube.com/watch?v=1tdyuA8D6lk,1:00,2020-07-08,Mainland China,Music,,,,,,,,,
333,RetailAI® Cabinet Demo Video,Video,Advertisement,Malong Technologies,https://www.youtube.com/watch?v=vnnxNV4tES4,0:50,2020-07-08,Mainland China,Music,,,,,,,,,
334,Smart China: Start Up Revolution - Discovery Channel - Malong Technologies,Video,Artificial Intelligence,Malong Technologies,https://www.youtube.com/watch?v=Go_mL7IELxw,7:28,2020-07-08,Mainland China,English,,Discovery Channel,,,,,,,
335,ProductAI + Wearable Device HoloLens_ Malong Technologies,Video,"Artificial Intelligence, Advertisement",Malong Technologies,https://v.qq.com/x/page/m0327kshd3p.html,00:52,2020-07-08,Mainland China,Music,,,,,,,,,
336,Introducing the HUAWEI Mate 20 X 5G,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=rQ2p3vmJW4k,1:17,2020-07-12,International,English,,,,,,,,,
337,HUAWEI Mate 20 X 5G Lower Latency,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=Uzo9lBiRHVw,0:30,2020-07-12,International,English,,,,,,,,,
338,HUAWEI Mate 20 X 5G Buffer-free streaming,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=9wvf04yNyPk,0:34,2020-07-12,International,English,,,,,,,,,
339,HUAWEI Mate 20 X 5G Uploading in a flash,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=_RfH6G1pNj8,0:29,2020-07-12,International,English,,,,,,,,,
340,The Ultimate 3D FACE UNLOCK,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=-bV27jQUQnQ,0:27,2020-07-12,International,English,,,,,,,,,
341,Bring imagination to life with the #HUAWEIMate20Pro,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=d5Tln6ggYSc,0:19,2020-07-12,International,English,,,,,,,,,
342,Go from far to near with the #HUAWEIMate20 Series,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=z9dYSgtcoxg,0:34,2020-07-12,International,English,,,,,,,,,
343,Huawei MatePad Pro - the World's most powerful 5G tablet,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=zWfPFB5klMI,1:26,2020-07-12,International,English,,,,,,,,,
344,HUAWEI MatePad Pro - Explore PC Mode,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=QfJfAiJxovU,0:26,2020-07-12,International,English,,,,,,,,,
345,HUAWEI MatePad Pro - Explore your creativity,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=9a1urfeEAsg,0:37,2020-07-12,International,English,,,,,,,,,
346,HUAWEI MatePad Pro - Stay connected with Huawei Share,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=_diZkharUb8,0:39,2020-07-12,International,English,,,,,,,,,
347,HUAWEI MatePad－Unleash the Power of Exploration,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=Yd2ZojgiNPY,1:35,2020-07-12,International,English,,,,,,,,,
348,Introducing the new HUAWEI P40 Series,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=GZ9HKeUJbsw,0:59,2020-07-12,International,English,,,,,,,,,
349,Introducing the new HUAWEI Mate 30 Series,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=Bj2ffS-H6WY,1:04,2020-07-12,International,English,,,,,,,,,
350,HUAWEI Band 4 - Express Every Unique Side of You,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=HbbNBHTJZ5k,0:30,2020-07-12,International,English,,,,,,,,,
351,HUAWEI - Together in just one tap,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=3-KzITNH8LM,1:30,2020-07-12,International,English,,,,,,,,,
352,Xiaomi Mi10 Pro Trailer Introduction Official Video HD | Mi 10 series 5G,Video,Advertisement,Youtube - Huawei official channel,https://www.youtube.com/watch?v=fk6PrsJESS4,1:12,2020-07-12,International,English,,,,,,,,,
353,Mi 9T: Power in Full,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=qSH5jxD4ww4,1:07,2020-07-12,International,English,,,,,,,,,
354,Xiaomi Mi Mix 2 Commercial #dontwink,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=A2CEEZ6StNg,1:15,2020-07-12,International,English,,,,,,,,,
355,Black Shark (by Xiaomi) Commercial .c -cn,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=mml3cvOCV7I,1:03,2020-07-12,International,English,,,,,,,,,
356,Xiaomi Mi9 Official Trailer | 48MP. Details matter,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=NtYRJnD6h0s,1:04,2020-07-12,International,English,,,,,,,,,
357,Redmi K20 Pro (Mi 9T) Official Trailer,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=mCWEbovLKuQ,1:13,2020-07-12,International,English,,,,,,,,,
358,Xiaomi Mi10 Trailer Introduction Official Video HD Cinematic Trailer | Mi 10 5G,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=E1iR50QG3Xs,0:39,2020-07-12,International,English,,,,,,,,,
359,Mi Note 10: World's First 108MP Penta Camera,Video,Advertisement,Youtube - Xiaomi official channel,https://www.youtube.com/watch?v=mdxoCkZk6vU,1:01,2020-07-12,International,English,,,,,,,,,
360,"#XiaomiStudios Presents: “Bouquet"" | A #ShootLikeAProAtHome Film",Video,Advertisement,Youtube - Xiaomi official channel,https://www.youtube.com/watch?v=gKgAnTLs3Mk,2:57,2020-07-12,International,English,,,,,,,,,
361,"#XiaomiStudios Presents: “A Party Night"" | A #ShotByMi Film",Video,Advertisement,Youtube - Xiaomi official channel,https://www.youtube.com/watch?v=cIcxl2SMalE,1:02,2020-07-12,International,English,,,,,,,,,
362,"#XiaomiStudios Presents: “Move In The Light"" | A #ShootLikeAProAtHome Film",Video,Advertisement,Youtube - Xiaomi official channel,https://www.youtube.com/watch?v=kphqKCsa0kE,2:26,2020-07-12,International,English,,,,,,,,,
363,#XiaomiStudios Presents: “Renewal” | A #MyHomeMovie,Video,Advertisement,Youtube - Xiaomi official channel,https://www.youtube.com/watch?v=EfN6qgU3Vdk,1:49,2020-07-12,International,English,,,,,,,,,
364,#XiaomiStudios Presents: “Timeless” | A #MyHomeMovie,Video,Advertisement,Youtube - Xiaomi official channel,https://www.youtube.com/watch?v=9aGg6U_lRZA,1:30,2020-07-12,International,English,,,,,,,,,
365,Oppo Reno - 'Daydream' :60 TV Commerical (2019),Video,Advertisement,Youtube,https://www.youtube.com/watch?v=wOMTRMWuCF8,1:00,2020-07-29,International,English,,,,,,,,,
366,OPPO Find X2 Series | Eddie Redmayne - Find More,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=vwf0y0b4E9I,1:23,2020-07-29,International,English,,,,,,,,,
367,"Alex Honnold | Find Yourself, Find More | Find X2 Series",Video,Advertisement,Youtube,https://www.youtube.com/watch?v=WeS_QQYpLHc,1:53,2020-07-29,International,English,,,,,,,,,
368,OPPO Find X2 Series | Marques Brownlee - Find More,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=JpfAa8CWaZw,0:55,2020-07-29,International,English,,,,,,,,,
369,OPPO Find X2 Series | Our Screen Story - Vincent Lin,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=UtmGs6ja9Qg,3:40,2020-07-29,International,English,,,,,,,,,
370,OPPO Find X2 Series | Our SuperVOOC Story - Jeff Zhang,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=eVojg2OZSIU,2:47,2020-07-29,International,English,,,,,,,,,
371,OPPO Find X2 Series | Our Camera Story - Don Tang,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=YdjJlnEjJfQ,2:19,2020-07-29,International,English,,,,,,,,,
372,OPPO Reno3 Series - Capture the World,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=SVfxkG8HOtY,0:30,2020-07-29,International,English,,,,,,,,,
373,OPPO Reno3 Series - Ultra Dark Mode,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=sXIrqxcHNss,0:24,2020-07-29,International,English,,,,,,,,,
374,OPPO Reno3 Series - Ultra Clear 64MP Zoom,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=rlQOhzPHWjQ,0:29,2020-07-29,International,English,,,,,,,,,
375,What's Next? — OPPO Reno 5G,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=g5EUv1Gvq8U,1:20,2020-07-29,International,English,,,,,,,,,
376,OPPO F11 Pro Official TVC: Brilliant portrait in low light,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=TtHZwPHJe9I,0:30,2020-07-29,International,English,,,,,,,,,
377,OPPO F11 Pro TVC - Party,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=lYmMqooTyy8,0:15,2020-07-29,International,English,,,,,,,,,
378,OPPO F11 Pro TVC - Outdoor,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=MrP83Zj80V4,0:15,2020-07-29,International,English,,,,,,,,,
379,OPPO F11 Pro TVC - Date,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=RIbgG9czF1E,0:15,2020-07-29,International,English,,,,,,,,,
380,OPPO F11 Pro TVC - Travel,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=x3NYibSkck0,0:15,2020-07-29,International,English,,,,,,,,,
381,Oppo Reno 10x Zoom Trailer | Chinese Commercial,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=UNMeVfagK4c,0:29,2020-07-29,International,English,,,,,,,,,
382,Oppo Reno Official Trailer Commercial | TVC Commercial (Chinese),Video,Advertisement,Youtube,https://www.youtube.com/watch?v=CdxliFZkoFY,0:36,2020-07-29,International,English,,,,,,,,,
383,"OPPO N1 广告片 《她不知道的事》陈坤 江一燕 男主角心声版 高清 (OPPO N1 Commercial ""Things She Didn't Know"" Chen Kun Jiang Yiyan Actor's Voice Version HD)",Video,Advertisement,Youtube,https://www.youtube.com/watch?v=YZb3mBdlLNo,3:11,2020-07-29,Mainland China,Mandarin,,,,,,,,,https://v.qq.com/x/page/q05229qeavs.html – robot movie making milk and wine when pissing
384,Oppo｜全新Oppo Reno手机广告Daydream｜全球广告精选 (Oppo｜New Oppo Reno mobile ad Daydream｜Global ad selection),Video,Advertisement,Youtube,https://www.youtube.com/watch?v=7jCgIwXMFvg,1:00,2020-07-29,Mainland China,Mandarin,,,,,,,,,
385,"【肖战XiaoZhan】OPPO CF~OPPO广告宣传片，跳舞的哥哥！20191226 ([肖战XiaoZhan] OPPO CF~OPPO advertising video, the dancing brother! 20191226)",Video,Advertisement,Youtube,https://www.youtube.com/watch?v=Vk9ZIc3TC8s,0:32,2020-07-29,Mainland China,Mandarin,,,,,,,,,
386,"OPPO 品牌广告助力篇《相信未来力量》 (OPPO Brand Advertising Help Chapter ""Believe in the Power of the Future"")",Video,Advertisement,Youtube,https://www.youtube.com/watch?v=IzYGkSfK0nY,1:30,2020-07-29,Mainland China,Mandarin,,,,,,,,,
387,OPPO Reno系列廣告 Breeno智能助手篇 (OPPO Reno系列廣告 Breeno智能助手篇),Video,Advertisement,Youtube,https://www.youtube.com/watch?v=b0IpidBdVd0,1:32,2020-07-29,Mainland China,Mandarin,,,,,,,,,
388,OPPO R9系列 大陆官方广告 ()OPPO R9系列 大陆官方广告,Video,Advertisement,Youtube,https://www.youtube.com/watch?v=zcRmEXNCEW8,0:45,2020-07-29,Mainland China,Mandarin,,,,,,,,,
389,你们见过这么美的广告文案吗？OPPO R17 (你们见过这么美的广告文案吗？OPPO R17),Video,Advertisement,Youtube,https://www.youtube.com/watch?v=iUBs1AYZ52E,1:49,2020-07-29,Mainland China,Mandarin,,,,,,,,,
390,OPPO R9s|這一刻 更清晰 田馥甄Hebe曖昧篇( 30秒完整版) (OPPO R9s|This moment is clearer Tian Fuzhen Hebe ambiguous articles (30 seconds full version)),Video,Advertisement,Youtube,https://www.youtube.com/watch?v=3ILZgQaCGU8,0:30,2020-07-29,Taiwan,Mandarin,,,,,,,,,
391,"OPPO Reno 10倍變焦版，10、全、大、快、美！ (OPPO Reno 10x zoom version, 10, full, big, fast and beautiful!)",Video,Advertisement,Youtube,https://www.youtube.com/watch?v=LlPgjPclduE,0:45,2020-07-29,Taiwan,Mandarin,,,,,,,,,
392,"OPPO Reno2 系列 | 變焦四鏡頭，遠近都清晰 (OPPO Reno2 Series | Four zoom lenses, both near and far are clear)",Video,Advertisement,Youtube,https://www.youtube.com/watch?v=JbWSxJDyxZU,0:30,2020-07-29,Taiwan,Mandarin,,,,,,,,,
393,"帶著OPPO Reno 系列踏上未知旅途 | 想像，更近一點 (Take the OPPO Reno series on an unknown journey | Imagine, a little closer)",Video,Advertisement,Youtube,https://www.youtube.com/watch?v=kKz7AU4rx60,0:30,2020-07-29,Taiwan,Mandarin,,,,,,,,,
394,R17 Pro SuperVOOC 超級閃充 (R17 Pro SuperVOOC Super Flash Charge),Video,Advertisement,Youtube,https://www.youtube.com/watch?v=a3gRW65peLk,0:48,2020-07-29,Taiwan,Mandarin,,,,,,,,,
395,DJI - This Is Mavic Air 2,Video,Advertisement,Youtube - official DJI channel,https://www.youtube.com/watch?v=IwoyGb-NWDs,1:49,2020-07-29,International,English,,,,,,,,,
396,DJI - Introducing Mavic Mini,Video,Advertisement,Youtube - official DJI channel,https://www.youtube.com/watch?v=hS_OjalEpZI,2:15,2020-07-29,International,English,,,,,,,,,
397,後院——DJI 大疆創新2018 新春廣告片 (Backyard-DJI DJI's 2018 New Year Advertising Video),Video,Advertisement,Youtube,https://www.youtube.com/watch?v=2P7Yur7ZoyQ,2:53,2020-07-29,Mainland China,Mandarin,,,,,,,,,
398,"DJI大疆创新品牌宣传片：逐梦虽难，还请坚持 (DJI Innovation Brand Promotional Video: Although it is difficult to pursue a dream, please persist)",Video,Advertisement,Youtube,https://www.youtube.com/watch?v=kcTcOw4h83c,2:50,2020-07-29,Mainland China,Mandarin,,,,,,,,,
399,Huawei Honor DJI 无人机最新广告。(The latest advertisement for Huawei Honor DJI drone.),Video,Advertisement,Youtube,https://www.youtube.com/watch?v=WFZC-5d2VP0,1:10,2020-07-29,Mainland China,Mandarin,,,,,,,,,
